Format Version,1.0,
Take Name,TrunkStability_DS_MOCAP_Raw_9,
Capture Frame Rate,1920.00,
Export Frame Rate,120.00,
Capture Start Time,09 Aug 2021 09:22:57 -0400,
Total Frames In Take,1605,
Total Exported Frames,25680,
Coordinate Space,Local,
Device Name,NIDAQ USB-6343 (BNC) 31369206,
Device Type,1,
Device Channel Count,10,
Mocap Rate,120.00,
Mocap Rate Multiple,16.00

MocapFrame, MocapTime, DeviceFrame,ESR,ESL,IntOblR,IntOblL,LatR,LatL,AbsR,AbsL,ExtOblR,ExtOblL
893,7.441667,14290,0.000603,-0.013195,0.004874,0.032140,-0.003668,-0.003996,-0.026335,0.032797,0.024256,0.035097
893,7.441667,14291,0.001917,-0.019108,0.010130,0.029184,-0.005967,-0.002682,-0.020422,0.028855,0.020971,0.033454
893,7.441667,14292,-0.002354,-0.024693,0.012101,0.027213,-0.004653,-0.001040,-0.030278,0.024585,0.018671,0.031155
893,7.441667,14293,-0.002025,-0.019765,0.007173,0.028527,-0.003011,-0.001040,-0.027978,0.026556,0.014401,0.058750
893,7.441667,14294,-0.003011,-0.020094,0.017357,0.029841,-0.006953,-0.001368,-0.024693,0.028198,0.026556,0.032469
893,7.441667,14295,-0.002354,-0.012538,0.021956,0.028198,-0.009253,0.001260,-0.026993,0.029841,0.022942,0.042653
893,7.441667,14296,-0.001697,-0.007939,0.024585,0.027213,-0.012209,-0.003011,-0.026664,0.025899,0.024585,0.041667
893,7.441667,14297,-0.008267,-0.008267,0.027870,0.025242,-0.011881,-0.002025,-0.026335,0.025570,0.010787,0.042653
893,7.441667,14298,-0.019437,-0.012866,0.021628,0.025570,-0.012209,-0.001697,-0.027978,0.026884,0.028527,0.081089
893,7.441667,14299,-0.025021,-0.012866,0.019000,0.022285,-0.008267,-0.000711,-0.029949,0.026227,0.035097,0.052508
893,7.441667,14300,-0.021408,-0.010895,0.024585,0.023270,-0.010895,0.007502,-0.028307,0.025242,0.045281,0.049880
893,7.441667,14301,-0.023050,-0.008924,0.027213,0.021956,-0.005967,0.001588,-0.031263,0.030826,0.040353,0.057108
893,7.441667,14302,-0.022722,-0.011552,0.025899,0.025570,-0.005310,0.007173,-0.031263,0.021299,0.054151,0.042981
893,7.441667,14303,-0.019437,-0.008596,0.025570,0.028527,-0.001368,0.006516,-0.031263,0.024585,0.011444,0.025242
894,7.450000,14304,-0.017466,-0.007282,0.027213,0.022285,0.007830,0.003231,-0.030278,0.026227,0.021299,0.037397
894,7.450000,14305,-0.012866,-0.000711,0.030826,0.024256,-0.000711,-0.006953,-0.027321,0.024256,0.016043,0.032140
894,7.450000,14306,-0.010238,0.003231,0.034112,0.020642,0.007173,-0.008924,-0.030278,0.017686,0.017357,0.033783
894,7.450000,14307,-0.017794,0.000931,0.038711,0.020642,0.013415,-0.007939,-0.031263,0.021299,0.030498,0.010787
894,7.450000,14308,-0.017137,-0.001697,0.027541,0.028855,0.016043,-0.008267,-0.030606,0.019657,0.018671,0.032140
894,7.450000,14309,-0.009910,-0.004653,0.027870,0.019657,0.017357,-0.009910,-0.030935,0.020314,0.004874,0.019000
894,7.450000,14310,-0.002682,-0.002025,0.022942,0.021956,0.019000,-0.001368,-0.041447,0.021628,-0.000383,0.014072
894,7.450000,14311,0.000931,0.002574,0.018343,0.021628,0.026884,-0.002682,-0.026993,0.024585,-0.017137,0.006845
894,7.450000,14312,0.006188,-0.012209,0.022942,0.023599,0.027213,0.002902,-0.028635,0.024913,0.013086,-0.010238
894,7.450000,14313,-0.003668,-0.010567,0.013086,0.023270,0.009801,0.006188,-0.027978,0.020971,0.000603,0.008487
894,7.450000,14314,0.006516,-0.011552,0.014401,0.024585,0.010787,0.011444,-0.022393,0.021956,-0.014509,-0.005310
894,7.450000,14315,0.006845,-0.013852,0.011444,0.021628,0.008487,0.009801,-0.028635,0.018671,0.011115,-0.012209
894,7.450000,14316,0.003888,-0.012209,0.019328,0.018014,0.009801,0.005531,-0.026664,0.024913,-0.013523,0.000603
894,7.450000,14317,0.004217,-0.021079,0.017029,0.024256,0.008159,0.003560,-0.027650,0.020971,0.009144,0.015715
894,7.450000,14318,0.001917,-0.017794,0.016372,0.020314,0.001260,0.002574,-0.029621,0.024913,0.011115,0.011772
894,7.450000,14319,0.001588,-0.013195,0.015386,0.018014,0.007502,0.000931,-0.021408,0.024585,0.017357,0.013086
895,7.458333,14320,0.011444,-0.011224,0.007502,0.014401,0.011444,0.003560,-0.018123,0.017686,0.008816,0.017029
895,7.458333,14321,-0.006624,-0.015494,0.007502,0.015715,0.009144,-0.001697,-0.023379,0.025570,0.014729,0.025242
895,7.458333,14322,-0.009253,-0.019108,0.011772,0.007502,0.006188,-0.004982,-0.024693,0.023270,0.015715,0.027870
895,7.458333,14323,-0.004325,-0.023379,0.013086,0.019000,0.001588,-0.003996,-0.027650,0.022285,0.025242,0.020314
895,7.458333,14324,0.004874,-0.021079,0.017029,0.020971,-0.002682,-0.003668,-0.023379,0.022285,0.023599,0.034440
895,7.458333,14325,0.009144,-0.012866,0.012429,0.026884,-0.002025,-0.008596,-0.025350,0.026884,0.022285,0.031155
895,7.458333,14326,0.008159,-0.006624,-0.002025,0.027213,-0.001697,-0.007610,-0.025678,0.022942,0.025570,0.035097
895,7.458333,14327,0.002574,-0.006296,0.019000,0.018343,-0.001040,-0.010567,-0.027321,0.021628,0.027541,0.035754
895,7.458333,14328,-0.000054,-0.007610,0.022285,0.025242,0.003231,-0.005310,-0.027321,0.021299,0.032469,0.043967
895,7.458333,14329,-0.000383,-0.007939,0.033126,0.021299,0.007502,-0.001368,-0.033891,0.023270,0.028198,0.054808
895,7.458333,14330,-0.006953,-0.010567,0.033454,0.019000,0.005202,-0.006624,-0.024693,0.016700,0.027541,0.037068
895,7.458333,14331,-0.018123,-0.004653,0.029512,0.018014,0.006188,-0.005967,-0.028635,0.021956,0.039368,0.027213
895,7.458333,14332,-0.025021,-0.005639,0.030169,0.020971,-0.005639,-0.009253,-0.029621,0.021628,0.028198,0.050537
895,7.458333,14333,-0.024693,-0.005967,0.031812,0.021299,0.003231,-0.007282,-0.028964,0.023599,0.025242,0.056122
895,7.458333,14334,-0.027978,-0.008267,0.036411,0.023928,0.002574,-0.008267,-0.035862,0.020642,0.019328,0.045281
895,7.458333,14335,-0.002354,-0.015166,0.041996,0.023270,-0.000054,-0.005967,-0.027978,0.017029,0.019985,0.029841
896,7.466667,14336,-0.006953,-0.011881,0.037068,0.027213,-0.003339,-0.003668,-0.032577,0.021956,0.026227,0.019328
896,7.466667,14337,-0.010567,-0.012538,0.040353,0.023599,-0.003011,-0.008267,-0.029949,0.019985,0.013744,0.038711
896,7.466667,14338,-0.015166,-0.010238,0.041667,0.023928,-0.008924,-0.014509,-0.030278,0.019000,0.006516,0.017686
896,7.466667,14339,-0.015823,-0.011552,0.039368,0.023928,-0.009253,-0.008596,-0.031263,0.023270,0.013086,0.014401
896,7.466667,14340,-0.014509,-0.005310,0.039368,0.026884,-0.009910,-0.009253,-0.030606,0.025570,0.018671,-0.009253
896,7.466667,14341,-0.011224,-0.002025,0.039039,0.024585,-0.007939,-0.005639,-0.030278,0.026884,0.022942,-0.003996
896,7.466667,14342,-0.003011,0.003560,0.038382,0.016700,-0.003668,-0.006624,-0.029292,0.025899,0.002245,0.012758
896,7.466667,14343,0.006516,0.002574,0.039696,0.018671,-0.003339,-0.015494,-0.029621,0.023599,0.004545,0.000603
896,7.466667,14344,0.011772,0.006188,0.033126,0.019657,-0.008267,-0.005310,-0.031592,0.022285,-0.001697,0.006845
896,7.466667,14345,0.010458,-0.004325,0.027541,0.019000,-0.005639,0.001588,-0.031263,0.020971,-0.025350,0.001260
896,7.466667,14346,0.008816,0.003888,0.023599,0.021956,-0.001368,0.005859,-0.030606,0.026227,0.010130,-0.012866
896,7.466667,14347,0.014401,0.004545,0.024913,0.021628,-0.004325,0.006516,-0.032249,0.023928,0.003560,0.005531
896,7.466667,14348,0.022613,0.006516,0.024585,0.020314,0.005859,0.004545,-0.032577,0.025242,0.014072,0.005859
896,7.466667,14349,0.023270,0.005202,0.021956,0.023270,0.009473,0.002245,-0.034877,0.030498,0.027870,0.022942
896,7.466667,14350,0.033783,-0.001697,0.019657,0.024585,0.016043,0.005531,-0.033234,0.019000,0.029512,0.016043
896,7.466667,14351,0.030826,0.005202,0.010787,0.030826,0.023599,0.007502,-0.030606,0.023599,0.010787,0.008816
897,7.475000,14352,0.031483,0.005202,0.005202,0.025899,0.030169,0.007173,-0.026664,0.023599,0.015058,0.027213
897,7.475000,14353,0.035754,0.001260,-0.000711,0.022942,0.037068,0.007830,-0.024036,0.025899,0.019000,0.029184
897,7.475000,14354,0.021956,-0.000711,0.000603,0.023928,0.034112,0.004874,-0.029292,0.034440,0.032140,0.047581
897,7.475000,14355,0.023928,-0.003668,0.000603,0.023928,0.029841,0.005202,-0.025021,0.024585,0.029841,0.054480
897,7.475000,14356,0.019328,-0.006296,0.006516,0.025899,0.020971,0.005202,-0.027978,0.026884,0.032140,0.029184
897,7.475000,14357,0.019657,-0.009581,0.003560,0.023270,0.015058,0.009801,-0.026993,0.023270,0.029512,0.054151
897,7.475000,14358,0.011444,-0.009581,-0.000711,0.025242,0.011115,-0.001368,-0.024693,0.019328,0.040682,0.047252
897,7.475000,14359,-0.003339,-0.013523,-0.000711,0.029184,0.011115,0.002574,-0.032906,0.020314,0.067949,0.059736
897,7.475000,14360,-0.019437,-0.021736,0.000274,0.028527,0.014729,0.001588,-0.030278,0.018671,0.021628,0.088974
897,7.475000,14361,-0.029292,-0.023050,-0.008596,0.025242,0.021956,0.003231,-0.032249,0.022285,0.033783,0.060721
897,7.475000,14362,-0.032577,-0.020422,-0.008924,0.023599,0.012429,0.012429,-0.030278,0.023599,0.035097,0.064006
897,7.475000,14363,-0.037505,-0.017137,-0.004982,0.024256,0.015058,0.002902,-0.030606,0.033783,0.046267,0.066306
897,7.475000,14364,-0.032249,-0.007610,0.003231,0.021628,0.010458,0.002574,-0.022393,0.030826,0.027870,0.057108
897,7.475000,14365,-0.023707,-0.016808,0.005531,0.020642,0.006188,0.001917,-0.028964,0.029184,0.034440,0.052837
897,7.475000,14366,-0.021736,-0.017137,0.019657,0.018343,0.003888,0.008487,-0.025350,0.031812,0.015715,0.050537
897,7.475000,14367,-0.021736,-0.017794,0.029512,0.019657,0.010458,-0.002354,-0.027321,0.031155,0.028855,0.036411
898,7.483333,14368,-0.016808,-0.013523,0.033126,0.020971,0.012101,-0.003339,-0.025021,0.021628,0.030498,0.042324
898,7.483333,14369,-0.014837,-0.011552,0.038054,0.025242,0.007173,-0.004325,-0.026664,0.028198,0.028527,0.040025
898,7.483333,14370,-0.006953,-0.011552,0.024913,0.033783,0.002245,-0.006296,-0.027650,0.021299,0.018671,0.032797
898,7.483333,14371,-0.000711,-0.012209,0.026884,0.028527,-0.005310,-0.003668,-0.033891,0.019328,0.014401,0.010130
898,7.483333,14372,0.011444,-0.010238,0.024585,0.029512,-0.008924,-0.002354,-0.040462,0.019328,0.020971,0.002902
898,7.483333,14373,0.023599,-0.003339,0.026556,0.026227,-0.003996,0.004874,-0.032249,0.015058,-0.002354,-0.006296
898,7.483333,14374,0.028527,0.006188,0.015715,0.025570,0.001917,0.003231,-0.035205,0.019657,0.017357,-0.008267
898,7.483333,14375,0.019985,-0.002354,0.026227,0.020971,0.008816,0.005531,-0.032249,0.019657,0.003560,-0.001697
898,7.483333,14376,-0.003996,-0.008924,0.025899,0.021956,0.013086,0.013415,-0.032577,0.024256,-0.002354,-0.017466
898,7.483333,14377,-0.024693,-0.016808,0.028855,0.019657,0.016372,0.013415,-0.031920,0.023270,-0.009253,-0.006624
898,7.483333,14378,-0.032906,-0.024693,0.030498,0.020314,0.011444,0.003888,-0.029621,0.021299,-0.000383,-0.005310
898,7.483333,14379,-0.031592,-0.010895,0.020642,0.023928,0.004874,0.002574,-0.028635,0.021956,0.020971,-0.004325
898,7.483333,14380,-0.017794,-0.006953,0.038054,0.028198,-0.002025,0.000931,-0.027650,0.022613,-0.002025,0.002574
898,7.483333,14381,-0.008267,0.001588,0.035754,0.026884,0.006845,0.002574,-0.026993,0.023599,0.001917,0.013086
898,7.483333,14382,-0.011552,0.007502,0.035426,0.027541,0.008487,-0.001368,-0.030935,0.022942,0.007173,0.019000
898,7.483333,14383,0.001588,0.004217,0.035754,0.025570,0.009473,-0.003011,-0.027650,0.018343,0.014072,0.017029
899,7.491667,14384,-0.000711,0.008487,0.036740,0.013086,0.009801,-0.001697,-0.026993,0.022613,0.015715,0.046595
899,7.491667,14385,0.003560,0.004874,0.032469,0.028198,0.013086,-0.001697,-0.026664,0.021956,0.024256,0.039039
899,7.491667,14386,0.010130,0.003560,0.031155,0.027870,0.015386,-0.008924,-0.026335,0.023928,0.023270,0.033454
899,7.491667,14387,0.018343,0.001588,0.028855,0.028198,0.018343,-0.004653,-0.017137,0.026884,0.027541,0.032140
899,7.491667,14388,0.007173,0.000274,0.022942,0.028527,0.019000,-0.005967,-0.028307,0.030826,0.041010,0.045281
899,7.491667,14389,0.010787,-0.000711,0.024585,0.032797,0.015386,0.002245,-0.025350,0.029184,0.042324,0.029512
899,7.491667,14390,0.001917,-0.002354,0.018671,0.031155,0.009473,0.008159,-0.026007,0.026227,0.039368,0.057765
899,7.491667,14391,-0.007282,-0.005639,0.013086,0.029184,0.018014,0.012429,-0.026335,0.022942,0.039696,0.065978
899,7.491667,14392,-0.001697,-0.010567,0.009473,0.029184,0.021956,0.014072,-0.027650,0.024913,0.040682,0.062035
899,7.491667,14393,-0.004653,-0.009910,0.015715,0.026556,0.028198,0.011772,-0.024693,0.024913,0.022942,0.057108
899,7.491667,14394,0.003231,-0.008267,0.011444,0.025242,0.026227,0.009144,-0.025678,0.025242,0.051851,0.038054
899,7.491667,14395,0.000931,-0.008924,0.009473,0.027870,0.014401,0.002902,-0.025021,0.023599,0.039039,0.069591
899,7.491667,14396,-0.003996,-0.013523,0.006845,0.024256,0.017029,-0.012538,-0.027978,0.020642,0.041010,0.048566
899,7.491667,14397,-0.006953,-0.012866,0.009144,0.023928,0.014729,-0.013523,-0.030278,0.024256,0.019000,0.051194
899,7.491667,14398,0.001588,-0.010238,0.013744,0.019000,0.013415,-0.014837,-0.026664,0.024256,0.017686,0.044296
899,7.491667,14399,0.005859,-0.008924,0.011444,0.019657,0.012758,-0.018123,-0.028964,0.025899,0.034112,0.052180
900,7.500000,14400,0.001260,-0.011224,0.012101,0.018671,0.001260,-0.015494,-0.027650,0.026227,0.024256,0.037725
900,7.500000,14401,-0.003339,-0.018123,0.010130,0.015058,0.009473,-0.012866,-0.026335,0.025570,0.020314,0.036411
900,7.500000,14402,-0.013852,-0.015494,0.005859,0.016043,0.009473,-0.007610,-0.025350,0.029512,0.009473,0.028855
900,7.500000,14403,-0.010895,-0.013852,0.003231,0.014401,0.004545,-0.005310,-0.026664,0.027541,0.022942,0.003888
900,7.500000,14404,-0.003668,-0.006624,0.012758,0.005859,0.002574,-0.006953,-0.028964,0.027541,0.006845,0.014729
900,7.500000,14405,-0.001697,-0.006296,0.011444,0.014729,-0.003339,-0.010895,-0.031920,0.029841,-0.006953,0.019985
900,7.500000,14406,-0.001697,-0.016808,0.013086,0.013744,-0.007610,-0.019437,-0.024693,0.025899,0.006516,0.007830
900,7.500000,14407,-0.005967,-0.029949,0.010458,0.015058,-0.007939,-0.021736,-0.035862,0.021956,-0.001368,0.009801
900,7.500000,14408,-0.007939,-0.026335,0.003888,0.018014,-0.006953,-0.022065,-0.030935,0.022285,0.004874,0.002902
900,7.500000,14409,-0.004325,-0.032577,0.012429,0.019985,-0.010238,-0.015823,-0.028635,0.023270,0.002245,0.000603
900,7.500000,14410,0.005202,-0.035205,0.014072,0.016372,-0.006624,-0.001697,-0.029949,0.022613,0.000931,-0.001368
900,7.500000,14411,0.012758,-0.036191,0.016043,0.014729,-0.004982,-0.006953,-0.034220,0.028198,0.019657,0.006845
900,7.500000,14412,0.021628,-0.038491,0.014729,0.017029,-0.005639,-0.003339,-0.035205,0.017029,0.034769,0.003231
900,7.500000,14413,0.008159,-0.035862,0.013086,0.012758,-0.002025,-0.001040,-0.034877,0.020314,0.015058,-0.002354
900,7.500000,14414,0.003231,-0.037505,0.010130,0.014072,0.007173,0.002245,-0.034548,0.020971,0.014729,0.011444
900,7.500000,14415,0.004874,-0.031263,0.006845,0.017357,0.000603,0.001917,-0.025350,0.020971,0.009144,0.019657
901,7.508333,14416,0.005531,-0.021736,0.009473,0.015715,0.007830,0.003560,-0.035534,0.027213,0.031812,0.030826
901,7.508333,14417,0.015715,-0.012209,0.009801,0.017686,0.010458,0.006516,-0.035205,0.021956,0.028198,0.030498
901,7.508333,14418,0.019000,-0.006624,0.007502,0.026227,0.008487,0.004545,-0.037177,0.019328,0.037397,0.046267
901,7.508333,14419,0.013744,-0.000054,0.011444,0.019328,0.005531,0.005859,-0.037177,0.021956,0.027541,0.038054
901,7.508333,14420,0.007830,0.002902,0.011772,0.022285,0.005859,0.006845,-0.027650,0.023270,0.026556,0.038711
901,7.508333,14421,0.001917,0.001260,0.016700,0.022613,0.008487,0.008159,-0.030606,0.015386,0.028855,0.050537
901,7.508333,14422,-0.000711,-0.002354,0.021956,0.026227,0.006188,0.007502,-0.030935,0.025570,0.012758,0.061707
901,7.508333,14423,-0.003011,-0.004325,0.009473,0.038054,-0.001368,0.005202,-0.030278,0.024256,0.035097,0.054151
901,7.508333,14424,-0.002354,-0.005967,0.012101,0.027870,-0.009581,0.010458,-0.030606,0.023928,0.034112,0.060064
901,7.508333,14425,-0.004325,-0.003339,0.010787,0.033454,-0.012538,0.002574,-0.037177,0.022942,0.037725,0.057108
901,7.508333,14426,-0.000711,-0.000054,0.012758,0.036740,-0.009910,-0.000383,-0.034877,0.021628,0.068606,0.050209
901,7.508333,14427,0.001260,-0.003996,0.018343,0.034769,-0.004982,-0.003668,-0.032906,0.020314,0.056122,0.040353
901,7.508333,14428,0.002902,-0.003668,0.014729,0.037725,-0.016808,-0.003339,-0.031263,0.021628,0.031155,0.049880
901,7.508333,14429,0.005859,-0.003339,0.011772,0.031483,-0.003996,-0.014837,-0.026993,0.023270,0.034440,0.048895
901,7.508333,14430,0.008159,0.002574,0.008487,0.028855,-0.008924,-0.007282,-0.025350,0.028527,0.024585,0.048895
901,7.508333,14431,0.022942,0.016700,0.007830,0.027213,-0.003339,-0.007610,-0.022722,0.030169,0.013086,0.053822
902,7.516667,14432,0.041996,0.017029,0.009801,0.019000,0.005859,-0.007939,-0.022722,0.028855,0.023270,0.054808
902,7.516667,14433,0.049880,0.020314,0.007830,0.028198,0.003888,-0.007610,-0.024036,0.028198,0.026227,0.028855
902,7.516667,14434,0.048566,0.017686,0.008487,0.024256,0.017357,-0.007282,-0.036191,0.026227,0.023599,0.025242
902,7.516667,14435,0.042324,0.022285,0.003231,0.024256,0.015715,-0.008924,-0.022722,0.025570,-0.012209,0.010458
902,7.516667,14436,0.025899,0.022285,-0.010567,0.023599,0.019657,-0.009253,-0.027978,0.022613,0.009801,-0.008924
902,7.516667,14437,0.013744,0.009801,-0.002682,0.014072,0.023928,-0.006624,-0.028964,0.018014,-0.005639,0.006188
902,7.516667,14438,0.007502,0.003231,-0.004982,0.031483,0.025570,-0.010567,-0.031592,0.017357,0.004874,-0.013852
902,7.516667,14439,0.005531,0.000274,-0.000054,0.029512,0.013086,-0.005639,-0.029621,0.015058,-0.004653,-0.019765
902,7.516667,14440,0.001260,-0.012209,0.000603,0.029184,0.010787,-0.001697,-0.031263,0.015386,-0.001368,-0.023707
902,7.516667,14441,-0.017137,-0.005639,-0.009910,0.029184,0.009801,0.001588,-0.030935,0.015386,0.028198,-0.023050
902,7.516667,14442,-0.028964,-0.011224,0.004217,0.027870,0.010458,0.004545,-0.029292,0.017357,0.000274,-0.020094
902,7.516667,14443,-0.032249,-0.009581,0.011444,0.028527,0.008487,0.007830,-0.028307,0.021628,0.008159,-0.005639
902,7.516667,14444,-0.025678,-0.006624,0.019328,0.029512,0.007830,0.004217,-0.025021,0.019000,0.001260,0.002245
902,7.516667,14445,-0.017137,-0.014837,0.027213,0.027541,0.009473,0.005859,-0.028964,0.015715,-0.001697,-0.003668
902,7.516667,14446,-0.025021,-0.003339,0.033783,0.024913,0.006845,0.000931,-0.028964,0.025899,-0.009253,0.004874
902,7.516667,14447,-0.034220,-0.011224,0.042324,0.018343,0.008487,0.003888,-0.027321,0.025899,0.018014,0.021299
903,7.525000,14448,-0.053931,-0.011881,0.048238,0.017357,0.006188,0.011115,-0.027978,0.028855,0.007173,0.016700
903,7.525000,14449,-0.078241,-0.018123,0.049223,0.017029,0.014729,0.010787,-0.029292,0.027870,0.029184,0.019000
903,7.525000,14450,-0.077256,-0.029949,0.048238,0.014401,0.022285,0.015386,-0.025350,0.018343,0.018014,0.013415
903,7.525000,14451,-0.075284,-0.034877,0.041996,0.017029,0.023270,0.012429,-0.029292,0.020971,0.029184,0.036740
903,7.525000,14452,-0.056887,-0.031920,0.051851,0.011772,0.018014,0.011115,-0.031592,0.019328,0.026227,0.033126
903,7.525000,14453,-0.042433,-0.032577,0.054151,0.019657,0.011772,0.003231,-0.033234,0.019328,0.021956,0.035097
903,7.525000,14454,-0.035205,-0.040133,0.058750,0.017029,0.006845,0.002245,-0.035534,0.017029,0.020642,0.042324
903,7.525000,14455,-0.046375,-0.047689,0.059079,0.015386,-0.001040,-0.003996,-0.033234,0.016700,0.010787,0.042324
903,7.525000,14456,-0.029621,-0.038491,0.043967,0.018343,-0.008267,-0.006296,-0.032577,0.016372,0.040025,0.057436
903,7.525000,14457,-0.003339,-0.026664,0.049223,0.020642,-0.014837,-0.005310,-0.030606,0.017686,0.042324,0.047909
903,7.525000,14458,0.015058,-0.011224,0.044953,0.018671,-0.008596,-0.005310,-0.031592,0.021299,0.039368,0.050209
903,7.525000,14459,0.013415,-0.006624,0.043967,0.017029,-0.006953,-0.011881,-0.033891,0.027870,0.051194,0.054480
903,7.525000,14460,0.015715,-0.011881,0.046267,0.017029,-0.008924,-0.012538,-0.033563,0.016700,0.063021,0.048895
903,7.525000,14461,0.015715,-0.003339,0.048566,0.018671,-0.009581,-0.010895,-0.030935,0.020642,0.027541,0.037068
903,7.525000,14462,0.026227,-0.000383,0.046595,0.015386,0.003231,-0.012538,-0.029292,0.020971,0.027213,0.041667
903,7.525000,14463,0.032797,0.005202,0.044953,0.021956,-0.005310,-0.014180,-0.021079,0.023270,0.016700,0.044624
904,7.533333,14464,0.027213,0.005859,0.038054,0.025242,-0.002682,-0.010567,-0.030606,0.034112,0.028527,0.049223
904,7.533333,14465,0.027541,0.011115,0.028527,0.028198,-0.007610,-0.004982,-0.025678,0.028527,0.017686,0.045610
904,7.533333,14466,0.017357,0.011772,0.030498,0.023270,-0.008267,-0.003668,-0.023707,0.028855,0.012101,0.038382
904,7.533333,14467,0.015058,0.011115,0.025570,0.031155,-0.009253,-0.004982,-0.020094,0.029184,0.011115,0.018343
904,7.533333,14468,0.016700,0.009144,0.021299,0.034769,-0.008267,-0.004653,-0.013195,0.028527,0.012101,0.024585
904,7.533333,14469,0.017357,0.009801,0.015386,0.037725,-0.006953,0.000931,-0.023050,0.027870,-0.000711,0.025242
904,7.533333,14470,0.017686,0.012429,0.014072,0.035097,-0.004982,0.002574,-0.025678,0.028198,-0.001697,0.010130
904,7.533333,14471,0.020314,0.016700,0.012758,0.046267,-0.002354,0.004217,-0.025678,0.027541,-0.006296,-0.002682
904,7.533333,14472,0.023270,0.018014,0.013086,0.038711,-0.001040,0.010458,-0.026007,0.027541,0.001917,0.010458
904,7.533333,14473,0.022942,0.018014,0.010458,0.042324,0.006188,0.000931,-0.024693,0.026884,0.003560,0.002245
904,7.533333,14474,0.016372,0.020314,0.010130,0.045938,0.017357,0.003560,-0.028307,0.029184,0.006845,0.001917
904,7.533333,14475,0.016372,0.007173,0.013086,0.044624,0.028855,0.002574,-0.030278,0.023270,-0.000711,0.012101
904,7.533333,14476,0.016043,0.010458,0.002902,0.040353,0.039039,0.002245,-0.029621,0.020971,0.014401,0.001260
904,7.533333,14477,0.020971,0.012429,0.003888,0.040682,0.027213,-0.007939,-0.030606,0.018671,0.008816,0.002245
904,7.533333,14478,0.023928,0.016043,0.004217,0.037725,0.021956,0.005202,-0.026993,0.009144,0.012429,0.009144
904,7.533333,14479,0.014072,0.022942,0.001917,0.037725,0.018014,0.008159,-0.026007,0.026227,0.018014,0.012758
905,7.541667,14480,0.014072,0.007830,0.000931,0.043967,0.015386,0.007173,-0.028307,0.023270,0.025899,0.028527
905,7.541667,14481,0.008816,0.009144,0.003560,0.036083,0.015386,0.005531,-0.030278,0.023928,0.021299,0.029512
905,7.541667,14482,0.005531,0.003231,0.007173,0.035097,0.012429,0.005531,-0.026664,0.022285,0.015386,0.027870
905,7.541667,14483,0.009801,0.000931,0.006516,0.033126,0.008487,0.002902,-0.024364,0.017686,0.010787,0.019657
905,7.541667,14484,-0.000711,-0.003996,0.017686,0.027870,0.009473,-0.003011,-0.029292,0.029184,0.012758,0.021299
905,7.541667,14485,-0.000383,-0.002025,0.009473,0.024585,0.014072,-0.002354,-0.026664,0.025899,0.019657,0.056451
905,7.541667,14486,0.000603,0.000603,0.012101,0.026227,0.014729,-0.014509,-0.028635,0.021628,0.022613,0.040025
905,7.541667,14487,0.000931,0.000603,0.013744,0.022942,0.012429,-0.002025,-0.032577,0.020642,0.025899,0.040682
905,7.541667,14488,-0.000054,0.001588,0.012101,0.020642,0.008487,-0.008267,-0.029292,0.019985,0.035097,0.043638
905,7.541667,14489,0.000931,-0.004325,0.001588,0.019328,0.006516,-0.009253,-0.030935,0.021628,0.050537,0.050866
905,7.541667,14490,0.002902,-0.012538,0.007830,0.013744,0.008487,-0.011224,-0.030278,0.021299,0.033783,0.069591
905,7.541667,14491,0.000931,-0.019765,0.008816,0.013086,0.008816,-0.025350,-0.030935,0.019985,0.033454,0.047581
905,7.541667,14492,-0.002354,-0.026007,0.009144,0.010787,0.004874,-0.011881,-0.029949,0.018671,0.026227,0.047909
905,7.541667,14493,0.001260,-0.041776,0.012758,0.007173,0.004874,-0.014180,-0.032249,0.016043,0.027541,0.042981
905,7.541667,14494,-0.004325,-0.028635,0.000931,0.006516,0.008159,-0.013523,-0.031263,0.022285,0.039039,0.041339
905,7.541667,14495,-0.007282,-0.030606,0.014729,0.001917,0.010130,-0.011881,-0.028635,0.023599,0.027541,0.040682
906,7.550000,14496,-0.014180,-0.028635,0.015715,-0.000383,0.011115,-0.008267,-0.029621,0.025899,0.019328,0.036411
906,7.550000,14497,-0.024036,-0.031592,0.015386,0.000274,0.008487,-0.011552,-0.034877,0.023928,0.017686,0.041339
906,7.550000,14498,-0.021079,-0.049332,0.016700,0.002902,0.002245,-0.013523,-0.028635,0.020971,0.018671,0.034769
906,7.550000,14499,-0.031263,-0.040790,0.017686,0.008487,0.001588,-0.008924,-0.027650,0.026556,0.014072,0.026884
906,7.550000,14500,-0.028307,-0.045718,0.017029,0.007173,0.009801,-0.005310,-0.026664,0.025899,0.007830,0.033126
906,7.550000,14501,-0.024036,-0.042104,0.019000,0.003560,0.010787,0.006188,-0.022393,0.025899,0.010787,0.017686
906,7.550000,14502,-0.033891,-0.037177,0.017357,0.007830,0.019985,0.011444,-0.032249,0.028527,0.009473,0.022285
906,7.550000,14503,-0.019765,-0.031920,0.020642,0.010787,0.017686,0.008159,-0.026993,0.028527,-0.005967,0.010130
906,7.550000,14504,-0.016808,-0.033891,0.016372,0.016700,0.012429,0.005531,-0.031592,0.023599,0.016700,0.000603
906,7.550000,14505,-0.002682,-0.025678,0.023599,0.017686,0.008487,0.002245,-0.030935,0.022285,0.005859,0.010130
